ACCESSION_ID	CLADE	PANGO_LINEAGE	VARIANT	LOCATION	SUBMISSION_DATE
EPI_ISL_542182	G	B.1		Lombardy	2020-09-23
EPI_ISL_542183	G	B.1		Lombardy	2020-09-23
EPI_ISL_542184	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542185	G	B.1		Lombardy	2020-09-23
EPI_ISL_542186	G	B.1		Lombardy	2020-09-23
EPI_ISL_542187	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542188	G	B.1		Lombardy	2020-09-23
EPI_ISL_542189	G	B.1		Lombardy	2020-09-23
EPI_ISL_542190	G	B.1		Lombardy	2020-09-23
EPI_ISL_542191	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542192	G	B.1		Lombardy	2020-09-23
EPI_ISL_542193	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542194	G	B.1		Lombardy	2020-09-23
EPI_ISL_542195	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542196	G	B.1		Lombardy	2020-09-23
EPI_ISL_542197	G	B.1		Lombardy	2020-09-23
EPI_ISL_542198	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542199	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542200	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542201	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542202	G	B.1		Lombardy	2020-09-23
EPI_ISL_542203	G	B.1		Lombardy	2020-09-23
EPI_ISL_542204	G	B.1		Lombardy	2020-09-23
EPI_ISL_542205	G	B.1		Lombardy	2020-09-23
EPI_ISL_542206	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542207	G	B.1		Lombardy	2020-09-23
EPI_ISL_542208	G	B.1		Lombardy	2020-09-23
EPI_ISL_542209	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542210	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542211	GR	B.1.1.61		Lombardy	2020-09-23
EPI_ISL_542212	G	B.1		Lombardy	2020-09-23
EPI_ISL_542213	G	B.1		Lombardy	2020-09-23
EPI_ISL_542214	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542215	L	B		Lombardy	2020-09-23
EPI_ISL_542216	G	B.1		Lombardy	2020-09-23
EPI_ISL_542217	G	B.1		Lombardy	2020-09-23
EPI_ISL_542218	G	B.1		Lombardy	2020-09-23
EPI_ISL_542219	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542220	G	B.1		Lombardy	2020-09-23
EPI_ISL_542221	G	B.1		Lombardy	2020-09-23
EPI_ISL_542222	G	B.1		Lombardy	2020-09-23
EPI_ISL_542223	G	B.1		Lombardy	2020-09-23
EPI_ISL_542224	G	B.1		Lombardy	2020-09-23
EPI_ISL_542225	G	B.1		Lombardy	2020-09-23
EPI_ISL_542226	G	B.1		Lombardy	2020-09-23
EPI_ISL_542227	G	B.1		Lombardy	2020-09-23
EPI_ISL_542228	G	B.1		Lombardy	2020-09-23
EPI_ISL_542229	G	B.1		Lombardy	2020-09-23
EPI_ISL_542230	G	B.1		Lombardy	2020-09-23
EPI_ISL_542231	G	B.1		Lombardy	2020-09-23
EPI_ISL_542232	G	B.1		Lombardy	2020-09-23
EPI_ISL_542233	G	B.1		Lombardy	2020-09-23
EPI_ISL_542234	G	B.1		Lombardy	2020-09-23
EPI_ISL_542235	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542236	G	B.1		Lombardy	2020-09-23
EPI_ISL_542237	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542238	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542239	G	B.1		Lombardy	2020-09-23
EPI_ISL_542240	G	B.1		Lombardy	2020-09-23
EPI_ISL_542241	G	B.1		Lombardy	2020-09-23
EPI_ISL_542242	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542243	G	B.1		Lombardy	2020-09-23
EPI_ISL_542244	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542245	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542246	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542247	G	B.1		Lombardy	2020-09-23
EPI_ISL_542248	G	B.1		Lombardy	2020-09-23
EPI_ISL_542249	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542250	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542251	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542252	G	B.1		Lombardy	2020-09-23
EPI_ISL_542253	G	B.1		Lombardy	2020-09-23
EPI_ISL_542254	G	B.1		Lombardy	2020-09-23
EPI_ISL_542255	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542256	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542257	G	B.1		Lombardy	2020-09-23
EPI_ISL_542258	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542259	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542260	G	B.1		Lombardy	2020-09-23
EPI_ISL_542261	G	B.1		Lombardy	2020-09-23
EPI_ISL_542262	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542263	GR	B.1.1.61		Lombardy	2020-09-23
EPI_ISL_542264	G	B.1		Lombardy	2020-09-23
EPI_ISL_542265	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542266	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542267	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542268	G	B.1		Lombardy	2020-09-23
EPI_ISL_542269	G	B.1		Lombardy	2020-09-23
EPI_ISL_542270	GR	B.1.1.61		Lombardy	2020-09-23
EPI_ISL_542271	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542272	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542273	G	B.1		Lombardy	2020-09-23
EPI_ISL_542274	G	B.1		Lombardy	2020-09-23
EPI_ISL_542275	G	B.1		Lombardy	2020-09-23
EPI_ISL_542276	G	B.1		Lombardy	2020-09-23
EPI_ISL_542277	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542278	G	B.1		Lombardy	2020-09-23
EPI_ISL_542279	G	B.1		Lombardy	2020-09-23
EPI_ISL_542280	G	B.1		Lombardy	2020-09-23
EPI_ISL_542281	G	B.1		Lombardy	2020-09-23
EPI_ISL_542282	G	B.1.380		Lombardy	2020-09-23
EPI_ISL_542283	G	B.1		Lombardy	2020-09-23
EPI_ISL_542284	G	B.1		Lombardy	2020-09-23
EPI_ISL_542285	G	B.1		Lombardy	2020-09-23
EPI_ISL_542286	G	B.1		Lombardy	2020-09-23
EPI_ISL_542287	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542288	G	B.1		Lombardy	2020-09-23
EPI_ISL_542289	G	B.1		Lombardy	2020-09-23
EPI_ISL_542290	G	B.1		Lombardy	2020-09-23
EPI_ISL_542291	G	B.1		Lombardy	2020-09-23
EPI_ISL_542292	G	B.1.8		Lombardy	2020-09-23
EPI_ISL_542293	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542294	G	B.1		Lombardy	2020-09-23
EPI_ISL_542295	G	B.1		Lombardy	2020-09-23
EPI_ISL_542296	G	B.1		Lombardy	2020-09-23
EPI_ISL_542297	G	B.1		Lombardy	2020-09-23
EPI_ISL_542298	G	B.1		Lombardy	2020-09-23
EPI_ISL_542299	G	B.1		Lombardy	2020-09-23
EPI_ISL_542300	G	B.1		Lombardy	2020-09-23
EPI_ISL_542301	G	B.1		Lombardy	2020-09-23
EPI_ISL_542302	G	B.1		Lombardy	2020-09-23
EPI_ISL_542303	G	B.1		Lombardy	2020-09-23
EPI_ISL_542304	G	B.1		Lombardy	2020-09-23
EPI_ISL_542305	G	B.1		Lombardy	2020-09-23
EPI_ISL_542306	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542307	G	B.1		Lombardy	2020-09-23
EPI_ISL_542308	G	B.1		Lombardy	2020-09-23
EPI_ISL_542309	G	B.1		Lombardy	2020-09-23
EPI_ISL_542310	G	B.1		Lombardy	2020-09-23
EPI_ISL_542311	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542312	G	B.1		Lombardy	2020-09-23
EPI_ISL_542313	G	B.1		Lombardy	2020-09-23
EPI_ISL_542314	G	B.1		Lombardy	2020-09-23
EPI_ISL_542315	G	B.1		Lombardy	2020-09-23
EPI_ISL_542316	G	B.1		Lombardy	2020-09-23
EPI_ISL_542317	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542318	G	B.1		Lombardy	2020-09-23
EPI_ISL_542319	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542320	G	B.1		Lombardy	2020-09-23
EPI_ISL_542321	GR	B.1.1.71		Lombardy	2020-09-23
EPI_ISL_542322	G	B.1		Lombardy	2020-09-23
EPI_ISL_542323	G	B.1		Lombardy	2020-09-23
EPI_ISL_542324	G	B.1		Lombardy	2020-09-23
EPI_ISL_542325	G	B.1		Lombardy	2020-09-23
EPI_ISL_542326	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542327	G	B.1		Lombardy	2020-09-23
EPI_ISL_542328	G	B.1		Lombardy	2020-09-23
EPI_ISL_542329	G	B.1		Lombardy	2020-09-23
EPI_ISL_542330	G	B.1		Lombardy	2020-09-23
EPI_ISL_542331	G	B.1.91		Lombardy	2020-09-23
EPI_ISL_542332	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542333	G	B.1		Lombardy	2020-09-23
EPI_ISL_542334	G	B.1		Lombardy	2020-09-23
EPI_ISL_542335	G	B.1		Lombardy	2020-09-23
EPI_ISL_542336	G	B.1.105		Lombardy	2020-09-23
EPI_ISL_542337	G	B.1		Lombardy	2020-09-23
EPI_ISL_542338	G	B.1		Lombardy	2020-09-23
EPI_ISL_542339	GR	B.1.1.1		Lombardy	2020-09-23
EPI_ISL_542340	G	B.1		Lombardy	2020-09-23
EPI_ISL_542341	G	B.1		Lombardy	2020-09-23
EPI_ISL_542342	G	B.1		Lombardy	2020-09-23
EPI_ISL_542343	G	B.1		Lombardy	2020-09-23
EPI_ISL_542344	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542345	G	B.1		Lombardy	2020-09-23
EPI_ISL_542346	S	A.2		Lombardy	2020-09-23
EPI_ISL_542347	G	B.1		Lombardy	2020-09-23
EPI_ISL_542348	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542349	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542350	G	B.1		Lombardy	2020-09-23
EPI_ISL_542351	G	B.1		Lombardy	2020-09-23
EPI_ISL_542352	G	B.1		Lombardy	2020-09-23
EPI_ISL_542353	G	B.1		Lombardy	2020-09-23
EPI_ISL_542354	GR	B.1.1.71		Lombardy	2020-09-23
EPI_ISL_542355	G	B.1		Lombardy	2020-09-23
EPI_ISL_542356	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542357	G	B.1		Lombardy	2020-09-23
EPI_ISL_542358	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542359	G	B.1		Lombardy	2020-09-23
EPI_ISL_542360	G	B.1		Lombardy	2020-09-23
EPI_ISL_542361	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542362	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542363	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542364	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542365	G	B.1		Lombardy	2020-09-23
EPI_ISL_542366	G	B.1		Lombardy	2020-09-23
EPI_ISL_542367	GR	B.1.1.1		Lombardy	2020-09-23
EPI_ISL_542368	G	B.1.105		Lombardy	2020-09-23
EPI_ISL_542369	G	B.1		Lombardy	2020-09-23
EPI_ISL_542370	G	B.1		Lombardy	2020-09-23
EPI_ISL_542371	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542372	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542373	G	B.1		Lombardy	2020-09-23
EPI_ISL_542374	G	B.1		Lombardy	2020-09-23
EPI_ISL_542375	G	B.1		Lombardy	2020-09-23
EPI_ISL_542376	G	B.1		Lombardy	2020-09-23
EPI_ISL_542377	GR	B.1.1.71		Lombardy	2020-09-23
EPI_ISL_542378	G	B.1		Lombardy	2020-09-23
EPI_ISL_542379	G	B.1		Lombardy	2020-09-23
EPI_ISL_542380	GR	B.1.1.1		Lombardy	2020-09-23
EPI_ISL_542381	G	B.1		Lombardy	2020-09-23
EPI_ISL_542382	G	B.1		Lombardy	2020-09-23
EPI_ISL_542383	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542384	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542385	G	B.1		Lombardy	2020-09-23
EPI_ISL_542386	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542387	G	B.1		Lombardy	2020-09-23
EPI_ISL_542388	GR	B.1.1.71		Lombardy	2020-09-23
EPI_ISL_542389	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542390	G	B.1		Lombardy	2020-09-23
EPI_ISL_542391	G	B.1		Lombardy	2020-09-23
EPI_ISL_542392	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542393	G	B.1		Lombardy	2020-09-23
EPI_ISL_542394	G	B.1		Lombardy	2020-09-23
EPI_ISL_542395	G	B.1		Lombardy	2020-09-23
EPI_ISL_542396	G	B.1		Lombardy	2020-09-23
EPI_ISL_542397	G	B.1		Lombardy	2020-09-23
EPI_ISL_542398	O	B.1		Lombardy	2020-09-23
EPI_ISL_542399	G	B.1		Lombardy	2020-09-23
EPI_ISL_542400	G	B.1		Lombardy	2020-09-23
EPI_ISL_542401	G	B.1		Lombardy	2020-09-23
EPI_ISL_542402	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542403	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542404	GR	B.1.1.61		Lombardy	2020-09-23
EPI_ISL_542405	G	B.1		Lombardy	2020-09-23
EPI_ISL_542406	G	B.1		Lombardy	2020-09-23
EPI_ISL_542407	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542408	G	B.1		Lombardy	2020-09-23
EPI_ISL_542409	G	B.1		Lombardy	2020-09-23
EPI_ISL_542410	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542411	G	B.1		Lombardy	2020-09-23
EPI_ISL_542412	G	B.1		Lombardy	2020-09-23
EPI_ISL_542413	G	B.1		Lombardy	2020-09-23
EPI_ISL_542414	G	B.1		Lombardy	2020-09-23
EPI_ISL_542415	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542416	G	B.1		Lombardy	2020-09-23
EPI_ISL_542417	G	B.1		Lombardy	2020-09-23
EPI_ISL_542418	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542419	G	B.1		Lombardy	2020-09-23
EPI_ISL_542420	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542421	G	B.1		Lombardy	2020-09-23
EPI_ISL_542422	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542423	G	B.1		Lombardy	2020-09-23
EPI_ISL_542424	G	B.1		Lombardy	2020-09-23
EPI_ISL_542425	G	B.1		Lombardy	2020-09-23
EPI_ISL_542426	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542427	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542428	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542429	G	B.1		Lombardy	2020-09-23
EPI_ISL_542430	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542431	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542432	G	B.1		Lombardy	2020-09-23
EPI_ISL_542433	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542434	G	B.1		Lombardy	2020-09-23
EPI_ISL_542435	G	B.1		Lombardy	2020-09-23
EPI_ISL_542436	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542437	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542438	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542439	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542440	GR	B.1.1.61		Lombardy	2020-09-23
EPI_ISL_542441	GR	B.1.1		Lombardy	2020-09-23
EPI_ISL_542442	G	B.1		Lombardy	2020-09-23
EPI_ISL_542443	G	B.1		Lombardy	2020-09-23
EPI_ISL_547965	GV	B.1.177.83		Sardinia	2020-09-25
EPI_ISL_560407	G	B.1		Campania 	2020-09-29
EPI_ISL_568579	G	B.1		Lombardy 	2020-10-02
EPI_ISL_569864	G	None		Piedmont 	2020-10-03
EPI_ISL_569865	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569866	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569867	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569868	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569869	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569870	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569871	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569872	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569873	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569874	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569875	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569876	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569877	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569878	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569879	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569880	G	B.1		Piedmont 	2020-10-03
EPI_ISL_569881	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569882	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569883	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569884	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569885	GR	B.1.1.1		Piedmont 	2020-10-03
EPI_ISL_569886	G	B.1		Piedmont 	2020-10-03
EPI_ISL_572320	GR	C.18		Campania	2020-10-05
EPI_ISL_572321	GR	C.18		Campania	2020-10-05
EPI_ISL_572322	GR	C.18		Campania	2020-10-05
EPI_ISL_572323	GR	C.18		Campania	2020-10-05
EPI_ISL_572324	G	B.1		Campania	2020-10-05
EPI_ISL_582123	GR	B.1.1		Tuscany	2020-10-15
EPI_ISL_582811	S	A		Sicily 	2020-10-16
EPI_ISL_582833	S	A		Sicily 	2020-10-16
EPI_ISL_582767	S	A		Sicily 	2020-10-16
EPI_ISL_582810	S	A		Sicily 	2020-10-16
EPI_ISL_582842	S	A		Sicily 	2020-10-16
EPI_ISL_582694	S	A		Sicily 	2020-10-16
EPI_ISL_582802	S	A		Sicily 	2020-10-16
EPI_ISL_582769	O	B		Sicily 	2020-10-16
EPI_ISL_582768	O	B.1.153		Sicily 	2020-10-16
EPI_ISL_582693	S	A		Sicily 	2020-10-16
EPI_ISL_582770	S	A		Sicily 	2020-10-16
EPI_ISL_582692	S	A		Sicily 	2020-10-16
EPI_ISL_582850	S	A		Sicily 	2020-10-16
EPI_ISL_582849	S	A		Sicily 	2020-10-16
EPI_ISL_582848	S	A		Sicily 	2020-10-16
EPI_ISL_582847	S	A		Sicily 	2020-10-16
EPI_ISL_582846	S	A		Sicily 	2020-10-16
EPI_ISL_582845	S	A		Sicily 	2020-10-16
EPI_ISL_583953	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583954	GR	B.1.1		Tuscany 	2020-10-19
EPI_ISL_583955	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583956	GH	B.1		Tuscany 	2020-10-19
EPI_ISL_583957	GH	B.1		Tuscany 	2020-10-19
EPI_ISL_583958	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583959	GR	B.1.1		Tuscany 	2020-10-19
EPI_ISL_583960	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583961	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583962	G	B.1.1		Tuscany 	2020-10-19
EPI_ISL_583963	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583964	GR	B.1.1.372		Tuscany 	2020-10-19
EPI_ISL_583965	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583966	G	B.1		Tuscany 	2020-10-19
EPI_ISL_583967	G	B.1		Tuscany 	2020-10-19
EPI_ISL_584048	GR	B.1.1		Lombardy	2020-10-19
EPI_ISL_584049	GR	B.1.1		Lombardy	2020-10-19
EPI_ISL_584051	G	B.1		Lombardy	2020-10-19
EPI_ISL_584052	G	B.1		Lombardy	2020-10-19
EPI_ISL_584069	G	B.1.258		Campania	2020-10-19
EPI_ISL_584071	G	B.1.258		Campania	2020-10-19
EPI_ISL_584072	GR	C.18		Campania	2020-10-19
EPI_ISL_590693	GR	B.1.1.25		Lazio	2020-10-20
EPI_ISL_590694	GR	B.1.1		Lazio	2020-10-20
EPI_ISL_590695	GR	B.1.1		Lazio	2020-10-20
EPI_ISL_590696	GR	B.1.1.25		Lazio	2020-10-20
EPI_ISL_590697	GR	B.1.1.25		Lazio	2020-10-20
EPI_ISL_590698	GR	B.1.1.25		Lazio	2020-10-20
EPI_ISL_591334	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591333	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591336	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591335	G	B.1.1		Tuscany 	2020-10-20
EPI_ISL_591330	GH	B.1		Tuscany 	2020-10-20
EPI_ISL_591340	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591332	GR	B.1.1		Tuscany 	2020-10-20
EPI_ISL_591331	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591338	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591327	GR	B.1.1		Tuscany 	2020-10-20
EPI_ISL_591326	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591337	GR	B.1.1.372		Tuscany 	2020-10-20
EPI_ISL_591329	GH	B.1		Tuscany 	2020-10-20
EPI_ISL_591339	G	B.1		Tuscany 	2020-10-20
EPI_ISL_591328	G	B.1		Tuscany 	2020-10-20
EPI_ISL_602304	G	B.1.258		Campania	2020-10-28
EPI_ISL_603137	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603138	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603139	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603140	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603141	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603142	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603143	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603144	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603145	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603146	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603147	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603148	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603149	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603150	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603151	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603152	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603153	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603154	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603155	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603156	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603157	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603158	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603159	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603160	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603161	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603162	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603163	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603164	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603165	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603166	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603167	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603168	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603169	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603170	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603171	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603172	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603173	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603174	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603175	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603176	GR	B.1.1		Lazio	2020-10-30
EPI_ISL_603177	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603178	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603179	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603180	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603181	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603182	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603183	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603184	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603185	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603186	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_603187	GR	B.1.1.202		Lazio	2020-10-30
EPI_ISL_609989	GR	C.35		Lazio	2020-11-02
EPI_ISL_609990	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609991	GH	B.1		Lazio	2020-11-02
EPI_ISL_609992	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609993	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609994	GV	B.1.177.33		Lazio	2020-11-02
EPI_ISL_609995	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609996	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609997	GV	B.1.177.33		Lazio	2020-11-02
EPI_ISL_609998	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_609999	GV	B.1.177		Lazio	2020-11-02
EPI_ISL_613560	G	B.1		Sardinia 	2020-11-04
EPI_ISL_613706	GR	B.1.1		Sardinia	2020-11-04
EPI_ISL_613953	GR	B.1.1		Sardinia	2020-11-04
EPI_ISL_613955	GR	B.1.1		Sardinia	2020-11-04
EPI_ISL_614398	GR	B.1.1		Sardinia	2020-11-05
EPI_ISL_614397	GR	B.1.1		Sardinia	2020-11-05
EPI_ISL_614396	GR	B.1.1		Sardinia	2020-11-05
EPI_ISL_614889	GR	B.1.1		Sardinia	2020-11-05
EPI_ISL_636462	G	B.1		Veneto 	2020-11-13
EPI_ISL_636463	V	B		Veneto 	2020-11-13
EPI_ISL_636464	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_636465	GR	B.1.1.294		Veneto 	2020-11-13
EPI_ISL_636466	GR	B.1.1.294		Veneto 	2020-11-13
EPI_ISL_636467	G	B.1.527		Veneto 	2020-11-13
EPI_ISL_636468	G	B.1		Veneto 	2020-11-13
EPI_ISL_636469	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_636470	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_636471	V	B		Veneto 	2020-11-13
EPI_ISL_636472	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_636473	V	B		Veneto 	2020-11-13
EPI_ISL_636474	G	B.1		Veneto 	2020-11-13
EPI_ISL_636475	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_636488	GR	B.1.1		Veneto 	2020-11-13
EPI_ISL_637108	GR	B.1.1		Sardinia	2020-11-16
EPI_ISL_637107	G	B.1		Sardinia	2020-11-16
